age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,nr.employed,y
30,services,married,high.school,no,yes,no,cellular,nov,wed,4,999,1,failure,93.2,-42.0,5195.8,0
46,entrepreneur,married,,,yes,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
59,technician,married,,no,yes,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
58,admin.,married,high.school,no,yes,no,cellular,jul,tue,6,999,0,nonexistent,93.918,-42.7,5228.1,0
37,admin.,married,high.school,no,,,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
37,admin.,married,high.school,no,no,yes,cellular,nov,mon,3,999,0,nonexistent,92.649,-30.1,5017.5,0
56,,married,basic.4y,no,no,no,cellular,oct,tue,1,2,2,success,92.431,-26.9,5017.5,1
39,blue-collar,married,basic.4y,,no,no,telephone,may,thu,2,999,0,nonexistent,93.994,-36.4,5191.0,0
27,unemployed,married,basic.6y,,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
39,management,married,university.degree,no,,,cellular,apr,fri,1,999,0,nonexistent,93.075,-47.1,5099.1,0
32,admin.,married,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,94.465,-41.8,5228.1,0
56,services,single,high.school,no,no,yes,cellular,aug,tue,3,999,0,nonexistent,92.201,-31.4,5076.2,1
58,admin.,married,university.degree,no,no,no,telephone,aug,fri,2,999,0,nonexistent,92.201,-31.4,5076.2,0
34,blue-collar,married,professional.course,no,no,no,cellular,nov,tue,1,999,1,failure,93.2,-42.0,5195.8,0
31,entrepreneur,married,university.degree,,yes,no,cellular,apr,fri,2,999,1,failure,93.075,-47.1,5099.1,0
39,technician,married,basic.6y,no,no,no,cellular,apr,tue,3,999,0,nonexistent,93.075,-47.1,5099.1,0
59,housemaid,divorced,basic.6y,,yes,no,cellular,may,tue,2,999,0,nonexistent,92.893,-46.2,5099.1,0
40,self-employed,married,high.school,,yes,no,telephone,jul,mon,2,999,0,nonexistent,93.918,-42.7,5228.1,0
55,housemaid,married,university.degree,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,94.465,-41.8,5228.1,0
37,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
42,services,married,basic.6y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
46,management,married,basic.9y,,no,no,cellular,jul,mon,7,999,0,nonexistent,93.918,-42.7,5228.1,0
57,technician,single,university.degree,,yes,no,cellular,aug,wed,8,999,0,nonexistent,93.444,-36.1,5228.1,0
42,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,5,999,0,nonexistent,93.994,-36.4,5191.0,0
55,services,married,high.school,,no,no,cellular,aug,mon,1,999,0,nonexistent,93.444,-36.1,5228.1,0
32,blue-collar,married,basic.6y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,93.918,-42.7,5228.1,0
55,housemaid,single,basic.9y,no,no,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
41,services,married,,no,no,no,cellular,jul,tue,6,999,0,nonexistent,93.918,-42.7,5228.1,0
31,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,mon,2,999,0,nonexistent,93.2,-42.0,5195.8,0
33,student,single,,no,yes,no,cellular,nov,fri,2,999,1,failure,93.2,-42.0,5195.8,0
57,management,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
47,admin.,divorced,high.school,no,no,no,telephone,jun,thu,2,999,0,nonexistent,94.465,-41.8,5228.1,0
39,technician,married,high.school,no,yes,no,cellular,aug,wed,5,999,0,nonexistent,93.444,-36.1,5228.1,0
48,blue-collar,married,professional.course,no,no,no,cellular,may,thu,2,999,2,failure,92.893,-46.2,5099.1,0
46,admin.,married,high.school,,yes,no,cellular,jul,mon,2,999,0,nonexistent,93.918,-42.7,5228.1,0
60,retired,married,university.degree,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,93.918,-42.7,5228.1,0
38,technician,divorced,professional.course,no,no,no,telephone,jun,thu,2,999,0,nonexistent,94.465,-41.8,5228.1,0
29,entrepreneur,single,university.degree,no,no,no,telephone,jun,wed,1,999,0,nonexistent,94.465,-41.8,5228.1,0
35,technician,married,,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,93.918,-42.7,5228.1,0
24,services,single,high.school,no,no,no,cellular,jul,wed,5,999,0,nonexistent,93.918,-42.7,5228.1,0
60,retired,married,basic.6y,no,no,no,cellular,aug,mon,1,999,0,nonexistent,93.444,-36.1,5228.1,0
58,housemaid,single,professional.course,no,no,no,cellular,apr,mon,2,6,2,success,93.749,-34.6,5008.7,0
31,admin.,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
39,admin.,single,high.school,no,no,no,telephone,jun,thu,4,999,0,nonexistent,94.465,-41.8,5228.1,0
43,services,single,,,yes,no,telephone,jun,wed,2,999,0,nonexistent,94.465,-41.8,5228.1,0
28,student,single,,no,yes,no,cellular,dec,wed,2,999,0,nonexistent,92.713,-33.0,5023.5,0
34,blue-collar,married,high.school,,yes,no,telephone,jul,wed,4,999,0,nonexistent,93.918,-42.7,5228.1,0
46,services,married,high.school,,no,no,cellular,may,wed,1,999,1,failure,92.893,-46.2,5099.1,1
42,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
33,technician,single,high.school,no,yes,no,cellular,may,wed,3,999,0,nonexistent,92.893,-46.2,5099.1,0
57,retired,married,basic.9y,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,93.444,-36.1,5228.1,0
40,entrepreneur,single,high.school,no,no,no,telephone,jun,fri,4,999,0,nonexistent,94.465,-41.8,5228.1,0
41,blue-collar,married,basic.6y,,yes,yes,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
38,services,married,basic.9y,no,,,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
56,blue-collar,divorced,basic.6y,,no,no,telephone,jul,mon,3,999,0,nonexistent,93.918,-42.7,5228.1,0
48,admin.,single,university.degree,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,94.465,-41.8,5228.1,0
42,services,married,basic.6y,no,no,no,cellular,jul,tue,3,999,0,nonexistent,93.918,-42.7,5228.1,0
48,admin.,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
49,management,divorced,university.degree,,no,yes,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
47,technician,married,professional.course,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,93.2,-42.0,5195.8,1
41,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
35,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,2,999,0,nonexistent,92.893,-46.2,5099.1,0
24,services,single,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,93.918,-42.7,5228.1,0
28,technician,divorced,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,93.994,-36.4,5191.0,0
32,self-employed,single,university.degree,no,no,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
50,admin.,married,basic.6y,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
56,services,married,high.school,no,yes,yes,cellular,jul,fri,4,999,0,nonexistent,93.918,-42.7,5228.1,0
45,services,married,high.school,,yes,no,cellular,aug,wed,2,999,0,nonexistent,93.444,-36.1,5228.1,0
56,technician,married,high.school,no,no,no,telephone,oct,thu,1,999,0,nonexistent,93.798,-40.4,5195.8,1
39,admin.,divorced,professional.course,no,no,no,cellular,mar,thu,4,999,1,failure,93.369,-34.8,5008.7,1
58,retired,married,basic.4y,,no,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,0
34,technician,single,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,93.075,-47.1,5099.1,1
56,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,9,999,0,nonexistent,93.994,-36.4,5191.0,0
23,admin.,single,university.degree,no,no,no,cellular,apr,wed,2,999,0,nonexistent,93.075,-47.1,5099.1,1
43,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,4,999,0,nonexistent,92.893,-46.2,5099.1,0
29,services,married,basic.9y,no,no,no,telephone,may,fri,3,999,0,nonexistent,93.994,-36.4,5191.0,0
43,self-employed,divorced,university.degree,no,no,no,cellular,aug,mon,1,999,1,failure,92.201,-31.4,5076.2,0
34,admin.,single,university.degree,no,no,yes,cellular,aug,fri,3,999,0,nonexistent,93.444,-36.1,5228.1,0
41,technician,married,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
32,services,married,basic.9y,no,no,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,1
33,admin.,married,university.degree,,yes,no,cellular,nov,thu,2,999,0,nonexistent,93.2,-42.0,5195.8,0
25,student,single,high.school,no,yes,no,cellular,aug,mon,8,4,1,success,94.027,-38.3,4991.6,0
30,technician,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,93.994,-36.4,5191.0,0
33,technician,single,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,93.444,-36.1,5228.1,0
33,technician,married,university.degree,no,yes,no,cellular,jul,thu,4,999,0,nonexistent,93.918,-42.7,5228.1,0
36,admin.,single,high.school,no,yes,no,telephone,dec,mon,6,999,0,nonexistent,92.713,-33.0,5023.5,0
32,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,94.465,-41.8,5228.1,0
29,admin.,single,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,93.444,-36.1,5228.1,1
31,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,93.2,-42.0,5195.8,0
33,admin.,married,basic.9y,no,yes,no,telephone,may,fri,2,999,1,failure,92.893,-46.2,5099.1,0
59,admin.,divorced,university.degree,,yes,yes,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,0
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
33,blue-collar,married,basic.9y,no,no,yes,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,0
38,management,married,university.degree,,no,yes,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
45,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,93.075,-47.1,5099.1,0
31,technician,single,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
44,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,fri,2,999,1,failure,93.2,-42.0,5195.8,0
47,management,married,university.degree,no,yes,yes,telephone,may,fri,3,999,0,nonexistent,93.994,-36.4,5191.0,0
29,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,1,999,1,failure,92.893,-46.2,5099.1,0
48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,1,0,3,success,94.027,-38.3,4991.6,1
42,housemaid,married,university.degree,no,,,telephone,aug,thu,9,999,0,nonexistent,93.444,-36.1,5228.1,0
36,admin.,married,high.school,no,yes,no,telephone,nov,wed,1,999,1,failure,93.2,-42.0,5195.8,1
30,technician,married,professional.course,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,94.465,-41.8,5228.1,0
28,admin.,married,high.school,no,no,yes,cellular,may,thu,4,999,0,nonexistent,92.893,-46.2,5099.1,0
49,unemployed,married,basic.4y,,yes,no,cellular,may,wed,1,999,0,nonexistent,92.893,-46.2,5099.1,0
31,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,4,999,0,nonexistent,93.994,-36.4,5191.0,0
26,technician,single,professional.course,no,yes,no,cellular,jun,tue,2,3,1,success,92.963,-40.8,5076.2,1
35,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
81,retired,married,basic.6y,no,no,no,cellular,aug,thu,2,4,1,success,92.201,-31.4,5076.2,0
27,blue-collar,married,high.school,no,no,no,cellular,may,thu,5,999,1,failure,92.893,-46.2,5099.1,0
43,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,wed,4,999,0,nonexistent,93.918,-42.7,5228.1,1
57,blue-collar,married,basic.4y,,no,no,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
40,admin.,married,basic.9y,no,yes,no,cellular,jul,thu,4,999,0,nonexistent,93.918,-42.7,5228.1,0
39,technician,divorced,professional.course,,yes,no,cellular,aug,tue,7,999,0,nonexistent,93.444,-36.1,5228.1,0
46,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,93.2,-42.0,5195.8,0
45,admin.,married,,no,no,no,cellular,may,fri,1,999,1,failure,92.893,-46.2,5099.1,0
23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
62,retired,married,university.degree,,no,no,cellular,oct,fri,2,999,0,nonexistent,92.431,-26.9,5017.5,1
26,admin.,single,high.school,no,,,telephone,jun,thu,3,999,0,nonexistent,94.465,-41.8,5228.1,0
47,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
45,blue-collar,married,high.school,no,no,no,telephone,jun,wed,4,999,0,nonexistent,94.465,-41.8,5228.1,0
38,management,divorced,university.degree,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,93.075,-47.1,5099.1,0
43,management,married,university.degree,no,no,no,cellular,nov,mon,2,999,0,nonexistent,93.2,-42.0,5195.8,0
49,unemployed,married,high.school,no,yes,no,cellular,sep,wed,1,999,0,nonexistent,92.379,-29.8,5017.5,0
25,services,married,high.school,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
40,admin.,divorced,university.degree,no,no,no,telephone,jul,wed,6,999,0,nonexistent,93.918,-42.7,5228.1,0
29,admin.,single,university.degree,no,no,no,cellular,oct,mon,2,999,1,failure,92.431,-26.9,5017.5,0
40,services,married,high.school,,yes,no,cellular,apr,mon,1,999,0,nonexistent,93.075,-47.1,5099.1,0
32,services,married,high.school,no,no,yes,cellular,jul,tue,3,999,0,nonexistent,93.918,-42.7,5228.1,0
40,admin.,married,high.school,no,yes,yes,cellular,jul,mon,2,999,0,nonexistent,93.918,-42.7,5228.1,1
42,blue-collar,married,basic.6y,,no,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
28,services,single,high.school,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,93.918,-42.7,5228.1,0
58,unemployed,married,basic.9y,no,yes,no,cellular,apr,thu,1,6,1,success,93.749,-34.6,5008.7,1
28,technician,single,professional.course,no,yes,yes,telephone,may,thu,4,999,0,nonexistent,93.994,-36.4,5191.0,0
30,,married,professional.course,no,no,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
24,admin.,married,professional.course,no,yes,no,cellular,apr,mon,6,999,1,failure,93.075,-47.1,5099.1,0
31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,93.444,-36.1,5228.1,0
54,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,6,999,1,failure,92.893,-46.2,5099.1,0
32,technician,married,professional.course,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,93.444,-36.1,5228.1,0
45,technician,married,university.degree,no,yes,no,telephone,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
35,blue-collar,married,basic.6y,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,93.2,-42.0,5195.8,0
36,technician,single,high.school,no,yes,yes,telephone,may,tue,5,999,0,nonexistent,93.994,-36.4,5191.0,0
27,student,single,high.school,no,no,no,cellular,aug,mon,1,3,2,success,92.201,-31.4,5076.2,0
48,services,single,basic.4y,,yes,yes,cellular,may,thu,2,999,0,nonexistent,92.893,-46.2,5099.1,0
36,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,94.465,-41.8,5228.1,1
38,admin.,married,university.degree,no,yes,yes,cellular,may,wed,1,999,1,failure,92.893,-46.2,5099.1,0
42,technician,married,professional.course,,no,no,telephone,jun,mon,9,999,0,nonexistent,94.465,-41.8,5228.1,0
38,blue-collar,married,basic.4y,no,no,no,cellular,apr,tue,1,999,0,nonexistent,93.075,-47.1,5099.1,0
49,technician,divorced,professional.course,no,yes,no,cellular,may,tue,3,999,0,nonexistent,92.893,-46.2,5099.1,0
56,services,married,high.school,,no,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
57,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
39,management,married,university.degree,no,yes,yes,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,10,999,0,nonexistent,93.444,-36.1,5228.1,0
27,technician,single,professional.course,no,no,no,cellular,apr,tue,3,999,1,failure,93.749,-34.6,5008.7,0
51,services,divorced,basic.6y,no,no,yes,cellular,may,thu,1,999,1,failure,92.893,-46.2,5099.1,0
33,admin.,married,university.degree,no,yes,no,cellular,may,fri,2,999,3,failure,93.876,-40.0,5008.7,0
41,housemaid,married,basic.6y,no,no,no,telephone,jul,wed,2,999,0,nonexistent,93.918,-42.7,5228.1,0
29,technician,single,professional.course,no,no,no,cellular,sep,mon,3,999,2,failure,94.199,-37.5,4963.6,1
31,admin.,single,university.degree,no,no,yes,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
60,retired,married,high.school,no,no,no,telephone,jul,mon,7,999,0,nonexistent,93.918,-42.7,5228.1,0
32,technician,married,professional.course,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,1
30,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,1,999,0,nonexistent,93.075,-47.1,5099.1,0
28,technician,single,university.degree,no,yes,no,cellular,jul,tue,5,999,0,nonexistent,94.215,-40.3,4991.6,0
36,services,married,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,93.994,-36.4,5191.0,0
31,services,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,93.994,-36.4,5191.0,1
33,blue-collar,divorced,,no,no,no,cellular,jun,mon,5,999,0,nonexistent,92.963,-40.8,5076.2,0
49,blue-collar,married,professional.course,no,no,no,cellular,may,tue,2,999,0,nonexistent,92.893,-46.2,5099.1,0
47,blue-collar,married,basic.9y,,yes,yes,cellular,aug,thu,4,999,0,nonexistent,93.444,-36.1,5228.1,0
58,admin.,married,university.degree,no,yes,no,telephone,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
41,entrepreneur,divorced,,no,no,no,cellular,may,fri,2,999,0,nonexistent,92.893,-46.2,5099.1,1
52,entrepreneur,married,university.degree,no,no,no,telephone,may,mon,39,999,0,nonexistent,93.994,-36.4,5191.0,0
36,services,single,basic.6y,,yes,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
32,technician,single,university.degree,no,no,no,cellular,aug,tue,12,999,0,nonexistent,93.444,-36.1,5228.1,0
29,self-employed,married,university.degree,no,yes,no,telephone,nov,thu,1,999,1,failure,93.2,-42.0,5195.8,0
40,admin.,single,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
47,admin.,single,university.degree,no,no,no,cellular,aug,mon,9,999,0,nonexistent,93.444,-36.1,5228.1,0
34,technician,divorced,,no,yes,no,cellular,jul,thu,13,999,0,nonexistent,93.918,-42.7,5228.1,0
56,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
55,services,married,high.school,no,no,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
32,admin.,married,university.degree,no,no,no,cellular,jun,tue,1,4,1,success,92.963,-40.8,5076.2,1
58,management,married,university.degree,no,no,yes,cellular,jul,thu,20,999,0,nonexistent,93.918,-42.7,5228.1,0
48,blue-collar,married,professional.course,no,no,no,telephone,jul,thu,1,999,0,nonexistent,94.215,-40.3,4991.6,1
45,admin.,married,basic.6y,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
41,admin.,single,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,94.465,-41.8,5228.1,0
31,blue-collar,married,basic.9y,,no,no,cellular,jul,wed,4,999,0,nonexistent,93.918,-42.7,5228.1,0
55,technician,married,basic.9y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,94.465,-41.8,5228.1,0
33,admin.,married,university.degree,no,yes,no,telephone,nov,mon,4,999,0,nonexistent,92.649,-30.1,5017.5,0
34,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
32,admin.,married,university.degree,no,yes,no,telephone,may,fri,3,999,0,nonexistent,93.994,-36.4,5191.0,0
43,admin.,married,university.degree,,yes,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
32,admin.,single,university.degree,,no,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
37,unemployed,married,university.degree,no,no,yes,telephone,jul,fri,3,999,0,nonexistent,93.918,-42.7,5228.1,0
41,blue-collar,married,basic.6y,,yes,no,telephone,jun,mon,3,999,0,nonexistent,94.465,-41.8,5228.1,0
34,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
27,admin.,single,university.degree,no,yes,no,cellular,may,thu,1,999,1,failure,92.893,-46.2,5099.1,0
31,services,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,92.893,-46.2,5099.1,0
30,technician,divorced,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,93.994,-36.4,5191.0,0
